adsh,company_name,sector,rating,investment_grade,financial_score,accounts_receivable,cash,current_assets,current_liabilities,gross_profit,inventory,long_term_debt,net_income,operating_income,revenue,short_term_debt,stockholders_equity,total_assets,total_liabilities,current_ratio,debt_to_equity,return_on_assets,profit_margin
0000874761-23-000071,Company_7021,Utilities,BBB,1,1.65,1710000000.0,517000000.0,1449000000.0,2232000000.0,1092000000.0,774000000.0,,43000000.0,,40000000.0,500000000.0,6550000000.0,8223000000.0,27830000000.0,0.6491935483870968,,0.00522923507235802,1.075
0000874761-23-000080,Company_7022,Technology,B,0,0.49,1725000000.0,1765000000.0,105000000.0,2442000000.0,-1000000.0,798000000.0,4864000000.0,0.0,,863000000.0,,2779000000.0,2290000000.0,1257000000.0,0.042997542997543,1.750269881252249,0.0,0.0
0000874761-24-000011,Company_7023,Financial,AA+,1,4.0,17000000.0,33000000.0,6649000000.0,801000000.0,-28000000.0,712000000.0,,52000000.0,,12668000000.0,3932000000.0,5985000000.0,324000000.0,801000000.0,8.30087390761548,,0.16049382716049382,0.004104831070413641
0000874761-24-000038,Company_7024,Healthcare,BB,0,1.15,20000000.0,362000000.0,1404000000.0,9211000000.0,-33000000.0,639000000.0,20275000000.0,-154000000.0,,853000000.0,,7068000000.0,47045000000.0,186000000.0,0.15242644663988708,2.868562535370685,-0.0032734615793389306,-0.18053927315357562
0000874761-24-000054,Company_7025,Energy,AA+,1,6.97,1507000000.0,1773000000.0,9555000000.0,9823000000.0,0.0,661000000.0,2087000000.0,-224000000.0,,0.0,,-769000000.0,32000000.0,-160000000.0,0.9727170925379212,-2.7139141742522757,-7.0,-inf
0000874761-24-000070,Company_7026,Consumer,AA+,1,4.0,7000000.0,563000000.0,10526000000.0,1182000000.0,48000000.0,646000000.0,4840000000.0,502000000.0,,4706000000.0,,50079000000.0,11000000.0,50079000000.0,8.905245346869712,0.0966472972703129,45.63636363636363,0.1066723331916702
0000874766-22-000019,Company_7027,Industrial,BB,0,1.0,,-6000000.0,,,,,588000000.0,-55000000.0,,22390000000.0,,41000000.0,858000000.0,0.0,,14.341463414634147,-0.0641025641025641,-0.0024564537740062527
0000874766-22-000044,Company_7028,Utilities,BBB,1,1.95,,0.0,,,,,4354000000.0,445000000.0,,5393000000.0,,41000000.0,75252000000.0,3855000000.0,,106.1951219512195,0.005913464093977569,0.08251437048025217
0000874766-22-000072,Company_7029,Technology,B,0,0.39,,11000000.0,,,,,4355000000.0,-130000000.0,,10766000000.0,,-2000000.0,813000000.0,499000000.0,,-2177.5,-0.15990159901599016,-0.012075051086754598
0000874766-22-000102,Company_7030,Financial,BB,0,1.0,,-52000000.0,,,,,4356000000.0,47000000.0,,5580000000.0,,16598000000.0,53000000.0,659000000.0,,0.26244125798288953,0.8867924528301887,0.008422939068100358
0000874766-23-000023,Company_7031,Healthcare,BBB,1,1.66,,,,,,,4357000000.0,1794000000.0,,22362000000.0,,17048000000.0,1449000000.0,499000000.0,,0.25557250117315816,1.2380952380952381,0.08022538234504964
0000874766-23-000071,Company_7032,Energy,BB,0,1.34,,,,,,,4358000000.0,530000000.0,,5910000000.0,,-13000000.0,760000000.0,499000000.0,,-335.2307692307692,0.6973684210526315,0.08967851099830795
0000874766-23-000097,Company_7033,Consumer,B,0,0.36,,,,,,,4360000000.0,-17000000.0,,6049000000.0,,31000000.0,6020000000.0,3861000000.0,,140.6451612903226,-0.002823920265780731,-0.0028103818813026947
0000874766-23-000112,Company_7034,Industrial,BB,0,1.0,,,,,,,4361000000.0,651000000.0,,18127000000.0,,1869000000.0,1486000000.0,3862000000.0,,2.3333333333333335,0.43808882907133245,0.03591327853478237
0000874766-24-000016,Company_7035,Utilities,B,0,0.0,,,,,,,0.0,-130000000.0,,6400000000.0,,19007000000.0,439000000.0,44000000000.0,,0.0,-0.296127562642369,-0.0203125
0000874766-24-000073,Company_7036,Technology,B,0,0.0,,,,,,,4363000000.0,-6000000.0,,6419000000.0,,-1435000000.0,1182000000.0,77710000000.0,,-3.040418118466899,-0.005076142131979695,-0.0009347250350521888
0000874766-24-000108,Company_7037,Financial,BB,0,1.0,,,,,,,4364000000.0,738000000.0,,6486000000.0,,-1732000000.0,79046000000.0,79046000000.0,,-2.5196304849884528,0.009336335804468285,0.11378353376503238
0000874766-24-000122,Company_7038,Healthcare,BB,0,1.0,,,,,,,4365000000.0,435000000.0,,19656000000.0,,17008000000.0,976000000.0,2528000000.0,,0.2566439322671684,0.4456967213114754,0.022130647130647132
0000875045-22-000007,Company_7039,Energy,BB,0,1.29,1549400000.0,,740800000.0,2535200000.0,,1351500000.0,6274000000.0,58200000.0,2840700000.0,9700000.0,999100000.0,-1500000.0,629300000.0,2535200000.0,0.29220574313663616,-4182.666666666667,0.09248371206102018,6.0
0000875045-22-000016,Company_7040,Consumer,BBB,1,1.82,1632000000.0,-9400000.0,927400000.0,2231100000.0,,1215400000.0,0.0,303800000.0,610700000.0,57100000.0,,11242300000.0,2150800000.0,1287900000.0,0.4156694007440276,0.0,0.14124976752836155,5.3204903677758315
0000875045-22-000025,Company_7041,Industrial,BB,0,1.5,1567600000.0,,1645300000.0,3298500000.0,,1294200000.0,0.0,1058000000.0,,224300000.0,,-1300000.0,2075300000.0,3298500000.0,0.49880248597847504,-0.0,0.5098058112080182,4.716897012929113
0000875045-22-000031,Company_7042,Utilities,BBB,1,2.32,1568800000.0,,1495500000.0,3305900000.0,,1375000000.0,6279200000.0,97300000.0,,493800000.0,,0.0,24854200000.0,3305900000.0,0.4523730300372062,inf,0.003914831296118966,0.1970433373835561
0000875045-23-000009,Company_7043,Technology,AA+,1,4.0,1705000000.0,,9791200000.0,2521400000.0,,1344400000.0,0.0,3046900000.0,,1026200000.0,0.0,-1300000.0,2900000.0,11165700000.0,3.883239470135639,-0.0,1050.655172413793,2.9691093354122002
0000875045-23-000016,Company_7044,Financial,AA+,1,4.01,1634400000.0,,9762500000.0,2288200000.0,,1281000000.0,6282700000.0,-300000.0,,-18900000.0,,900000.0,24598400000.0,-295000000.0,4.266453981295341,6980.777777777777,-1.2195915181475217e-05,0.015873015873015872
0000875045-23-000030,Company_7045,Healthcare,BBB,1,2.12,1685900000.0,,895900000.0,3186500000.0,,1333500000.0,6284600000.0,1700000.0,,0.0,,1000000.0,895900000.0,143900000.0,0.2811548721167425,6284.6,0.0018975332068311196,inf
0000875045-23-000038,Company_7046,Energy,BBB,1,1.68,1781400000.0,,8454100000.0,5022300000.0,,2982400000.0,6786400000.0,-200000.0,,4400000.0,,17377900000.0,164000000.0,13713500000.0,1.6833124265774646,0.39051899251347977,-0.0012195121951219512,-0.045454545454545456
0000875045-24-000009,Company_7047,Consumer,AA+,1,3.61,1664100000.0,,6859300000.0,2623600000.0,,2527400000.0,997200000.0,1161100000.0,,3141400000.0,150000000.0,100000.0,745000000.0,2623600000.0,2.614461045891142,9972.0,1.558523489932886,0.36961227478194436
0000875045-24-000016,Company_7048,Industrial,BBB,1,2.41,395200000.0,,1165300000.0,2354600000.0,,2516800000.0,6290100000.0,700000.0,,1711900000.0,,2200000.0,26567600000.0,2354600000.0,0.4949035929669583,2859.1363636363635,2.6347882383053042e-05,0.00040890238915824523
0000875045-24-000025,Company_7049,Utilities,BB,0,1.25,451100000.0,,615300000.0,2472100000.0,,2506100000.0,650000000.0,977000000.0,,0.0,,100000.0,615300000.0,2472100000.0,0.24889769831317504,6500.0,1.587843328457663,inf
0000875045-24-000032,Company_7050,Technology,BB,0,1.15,451900000.0,,674000000.0,2755100000.0,,2469200000.0,4545800000.0,-8100000.0,,344000000.0,,-2977100000.0,28313200000.0,2755100000.0,0.2446372182497913,-1.5269221725840583,-0.00028608564203269144,-0.023546511627906976
0000875320-22-000007,Company_7051,Financial,AA+,1,4.0,1136800000.0,6795000000.0,9560600000.0,2142000000.0,,353100000.0,,2342100000.0,2782100000.0,,,13432500000.0,400000000.0,13432500000.0,4.463398692810458,,5.85525,
0000875320-22-000014,Company_7052,Healthcare,BBB,1,2.25,1292800000.0,7600100000.0,491500000.0,1720500000.0,,338900000.0,,762100000.0,1040900000.0,,,2600000.0,400000000.0,15700000.0,0.28567276954373727,,1.90525,
0000875320-22-000030,Company_7053,Energy,BB,0,1.22,1332900000.0,8702200000.0,549500000.0,2556200000.0,,367700000.0,,810500000.0,2147200000.0,,,57500000.0,549500000.0,547100000.0,0.21496752992723575,,1.4749772520473157,
0000875320-22-000038,Company_7054,Consumer,AA+,1,4.0,1385200000.0,2000000000.0,12271000000.0,2609300000.0,,388200000.0,,930500000.0,1126700000.0,,,16706400000.0,41900000.0,16706400000.0,4.702793852757445,,22.20763723150358,
0000875320-23-000007,Company_7055,Industrial,BBB,1,1.97,1442200000.0,10504000000.0,553500000.0,2742100000.0,,460600000.0,,3322000000.0,4307400000.0,,,18150900000.0,18150900000.0,4238200000.0,0.20185259472666933,,0.1830212275975296,
0000875320-23-000012,Company_7056,Utilities,BB,0,1.15,1547800000.0,9289900000.0,468700000.0,3026200000.0,,535100000.0,,699800000.0,779000000.0,,,-15000000.0,-46200000.0,140700000.0,0.15488070847928095,,-15.147186147186147,
0000875320-23-000021,Company_7057,Technology,AA+,1,4.73,1556200000.0,10151100000.0,13872900000.0,2598100000.0,,603500000.0,,915700000.0,1805400000.0,,,8138300000.0,1538000000.0,417400000.0,5.339632808590894,,0.5953836150845253,
0000875320-23-000031,Company_7058,Financial,BBB,1,1.73,1538700000.0,11110200000.0,540200000.0,2907300000.0,,688700000.0,,2650800000.0,2843500000.0,,,7339600000.0,1729100000.0,786100000.0,0.18580813813503938,,1.5330518766988608,
0000875320-24-000062,Company_7059,Healthcare,AA+,1,4.81,1563400000.0,10369100000.0,14144200000.0,2655300000.0,,738800000.0,,3619600000.0,3832000000.0,,,10142400000.0,14144200000.0,2655300000.0,5.326780401461228,,0.25590701488949535,
0000875320-24-000139,Company_7060,Energy,AA+,1,4.0,1793200000.0,9158000000.0,13288700000.0,3795900000.0,,813100000.0,,1099600000.0,1139500000.0,,,19500000.0,-180000000.0,3795900000.0,3.500803498511552,,-6.108888888888889,
0000875320-24-000198,Company_7061,Consumer,B,0,0.16,1656100000.0,4580100000.0,575400000.0,3547200000.0,,914600000.0,,-2494000000.0,-3514700000.0,,,31300000.0,575400000.0,20132100000.0,0.162212449255751,,-4.334376086200904,
0000875320-24-000223,Company_7062,Industrial,A,1,3.16,1750600000.0,5239200000.0,449200000.0,357600000.0,,1079800000.0,,1045400000.0,1116300000.0,,,28800000.0,449200000.0,45100000.0,1.2561521252796422,,2.327248441674087,
0000875357-22-000013,Company_7063,Utilities,BB,0,1.0,,2837410000.0,,273041000.0,,,,148412000.0,,,,5363732000.0,8331000.0,275625000.0,,,17.81442803985116,
0000875357-22-000023,Company_7064,Technology,BB,0,1.0,,,,238048000.0,,,,82344000.0,,,,4853524000.0,0.0,557834000.0,,,inf,
0000875357-22-000039,Company_7065,Financial,BB,0,1.0,,,,211419000.0,,,,1239000.0,,,,5000.0,-5705000.0,214576000.0,,,-0.21717791411042944,
0000875357-22-000051,Company_7066,Healthcare,BB,0,1.0,,,,212342000.0,,,,41808000.0,,,,43645446000.0,-5705000.0,10424000.0,,,-7.328308501314636,
0000875357-23-000009,Company_7067,Energy,BB,0,1.0,,,,296870000.0,,,,20000.0,,,,4682649000.0,2110000.0,163196000.0,,,0.009478672985781991,
0000875357-23-000024,Company_7068,Consumer,BB,0,1.0,,,,268449000.0,,,,176547000.0,,,,45524122000.0,394291000.0,45524122000.0,,,0.4477581278801697,
0000875357-23-000040,Company_7069,Industrial,BBB,1,1.98,,,,228797000.0,,,,109764000.0,,,,-766721000.0,3710000.0,60000.0,,,29.585983827493262,
0000875357-23-000046,Company_7070,Utilities,BB,0,1.0,,,,244105000.0,,,,134495000.0,,,,4817208000.0,546109000.0,9974223000.0,,,0.24627867330514605,
0000875357-24-000008,Company_7071,Technology,BB,0,1.17,,,,338996000.0,,,,387000.0,,,,5142442000.0,410304000.0,338996000.0,,,0.0009432030884417408,
0000875357-24-000023,Company_7072,Financial,BB,0,1.0,,,,318622000.0,,,,-157516000.0,,,,5128751000.0,54845000.0,0.0,,,-2.872021150515088,
0000875357-24-000041,Company_7073,Healthcare,BBB,1,2.0,,,,305839000.0,,,,19000.0,,,,5231970000.0,2898000.0,0.0,,,0.006556245686680469,
0000875357-24-000050,Company_7074,Energy,BBB,1,1.99,,,,340290000.0,,,,371230000.0,,,,1425124000.0,50081985000.0,402559000.0,,,0.007412445812601078,
0000876167-22-000038,Company_7075,Consumer,A,1,3.0,99815000.0,130371000.0,39549000.0,47116000.0,452864000.0,,25767000.0,78420000.0,116102000.0,,25767000.0,-30055000.0,83903000.0,-13400000.0,0.8393963833941761,-0.857328231575445,0.934650727625949,
0000876167-22-000092,Company_7076,Industrial,AA+,1,3.7,86601000.0,25343000.0,40401000.0,18658000.0,121710000.0,,7474000.0,20454000.0,29432000.0,,6234000.0,303240000.0,40401000.0,18658000.0,2.165344624289849,0.024647144176230047,0.5062745971634366,
0000876167-22-000141,Company_7077,Utilities,BBB,1,2.11,64733000.0,224863000.0,32488000.0,29341000.0,124790000.0,,0.0,29110000.0,69667000.0,,0.0,309913000.0,9841000.0,29341000.0,1.1072560580757302,0.0,2.9580327202520067,
0000876167-22-000188,Company_7078,Technology,BBB,1,1.82,82258000.0,26338000.0,29465000.0,35887000.0,127421000.0,,260779000.0,21797000.0,32021000.0,,0.0,366973000.0,-11174000.0,10679000.0,0.8210494050770474,0.7106217623639887,-1.9506890996957222,
0000876167-23-000036,Company_7079,Financial,A,1,3.09,97834000.0,229023000.0,42784000.0,42467000.0,507517000.0,,0.0,95069000.0,132131000.0,,0.0,101656000.0,42784000.0,-3583000.0,1.0074646195869734,0.0,2.2220689977561707,
0000876167-23-000091,Company_7080,Healthcare,AA+,1,3.83,93347000.0,106462000.0,42833000.0,23254000.0,138009000.0,,7953000.0,23674000.0,35588000.0,,7953000.0,108286000.0,1643607000.0,23254000.0,1.8419626730885008,0.07344439724433445,0.014403686526036942,
0000876167-23-000130,Company_7081,Energy,AA+,1,4.0,87183000.0,109000.0,281082000.0,26514000.0,144473000.0,,0.0,12090000.0,23027000.0,,0.0,436000.0,281082000.0,1601885000.0,10.601267255035076,0.0,0.04301235938267125,
0000876167-23-000190,Company_7082,Consumer,A,1,2.67,99726000.0,137999000.0,33447000.0,41606000.0,142073000.0,,0.0,19098000.0,87986000.0,,0.0,445046000.0,33447000.0,4592000.0,0.80389847618132,0.0,0.5709929141627051,
0000876167-24-000031,Company_7083,Industrial,BBB,1,1.97,125825000.0,126958000.0,48040000.0,49559000.0,567862000.0,,6875000.0,70197000.0,110523000.0,,0.0,1602783000.0,15052000.0,1602783000.0,0.9693496640368047,0.004289414100349205,4.663632739835238,
0000876167-24-000080,Company_7084,Utilities,AA+,1,4.46,88811000.0,127872000.0,46048000.0,18044000.0,151876000.0,,0.0,22639000.0,35006000.0,,0.0,-34396000.0,46048000.0,4153000.0,2.551984039015739,-0.0,0.4916391591382905,
0000876167-24-000127,Company_7085,Technology,AA+,1,4.0,82354000.0,190420000.0,342983000.0,19444000.0,143006000.0,,0.0,16188000.0,62154000.0,,0.0,1586375000.0,304644000.0,1586375000.0,17.639528903517796,0.0,0.053137432544215546,
0000876167-24-000160,Company_7086,Financial,A,1,3.22,87680000.0,116673000.0,388557000.0,314908000.0,149622000.0,,261250000.0,67291000.0,40349000.0,,0.0,-32652000.0,284706000.0,4372000.0,1.2338746554549265,-8.001041283841724,0.23635258828405442,
0000876427-22-000003,Company_7087,Healthcare,A,1,2.71,,9514000.0,57349000.0,312121000.0,377196000.0,169664000.0,41192000.0,16287000.0,89830000.0,,,399000.0,57349000.0,-30442000.0,0.18373963943470642,103.23809523809524,0.2839979772969014,
0000876437-22-000013,Company_7088,Energy,BBB,1,1.98,,284690000.0,,,,,0.0,534000.0,,1185675000.0,,4861382000.0,398429000.0,7200000.0,,0.0,0.0013402638864138906,0.0004503763678917073
0000876437-22-000027,Company_7089,Consumer,BBB,1,2.0,,12784000.0,,,,,,3824000.0,,294616000.0,,371353000.0,398429000.0,-900000.0,,,0.009597694946903965,0.012979607353300568
0000876437-22-000035,Company_7090,Industrial,BB,0,1.0,,9073000.0,,,,,,1019000.0,,587732000.0,,4573019000.0,174006000.0,2026588000.0,,,0.00585611990391136,0.0017337834250985144
0000876437-22-000039,Company_7091,Utilities,BBB,1,2.0,,7776000.0,,,,,,249625000.0,,292799000.0,,-45630000.0,6154116000.0,-9200000.0,,,0.04056228384385345,0.8525473106123996
0000876437-23-000013,Company_7092,Technology,BB,0,0.87,,327384000.0,,,,,0.0,-7790000.0,,1172785000.0,,-481511000.0,5321391000.0,678651000.0,,-0.0,-0.001463902953194005,-0.006642308692556607
0000876437-23-000025,Company_7093,Financial,B,0,0.0,,8358000.0,,,,,,-7056000.0,,283965000.0,,4777644000.0,100561000.0,1574644000.0,,,-0.07016636668290888,-0.024848132692409274
0000876437-23-000050,Company_7094,Healthcare,B,0,0.0,,310720000.0,,,,,,-4559000.0,,290675000.0,,-1192783000.0,308063000.0,1509185000.0,,,-0.01479892099992534,-0.015684183366302572
0000876437-23-000073,Company_7095,Energy,BB,0,1.01,,8582000.0,,,,,,-1877000.0,,296505000.0,,-63603000.0,454943000.0,-5900000.0,,,-0.004125791582681787,-0.006330416013220688
0000876437-24-000024,Company_7096,Consumer,BB,0,0.98,,6978000.0,,,,,,-21409000.0,,30076000.0,,371353000.0,6538380000.0,160009000.0,,,-0.0032743584802351652,-0.711830030589174
0000876437-24-000064,Company_7097,Industrial,BB,0,1.0,,8221000.0,,,,,,174097000.0,,294361000.0,,-277340000.0,117849000.0,1432903000.0,,,1.4772887338882807,0.5914404421781418
0000876437-24-000081,Company_7098,Utilities,BB,0,1.0,,6020000.0,,,,,,378325000.0,,599638000.0,,1795231000.0,47439000.0,146571000.0,,,7.974978393305086,0.6309223231349581
0000876437-24-000111,Company_7099,Technology,B,0,0.0,,288622000.0,,,,,,-12994000.0,,306649000.0,,1801788000.0,117315000.0,6677784000.0,,,-0.11076162468567533,-0.04237418025168841
0000876523-22-000019,Company_7100,Financial,BB,0,1.22,,8692000.0,31209000.0,140516000.0,101830000.0,119313000.0,0.0,15721000.0,22216000.0,,0.0,339955000.0,5851000.0,140516000.0,0.22210282103105697,0.0,2.686891129721415,
0000876523-22-000043,Company_7101,Healthcare,BB,0,1.39,,254964000.0,27267000.0,69695000.0,29000.0,0.0,312168000.0,30608000.0,24205000.0,,,1299996000.0,1299996000.0,1299996000.0,0.39123323050434033,0.2401299696306758,0.023544687829808706,
0000876523-22-000055,Company_7102,Energy,BB,0,1.21,,222342000.0,29822000.0,144851000.0,129508000.0,0.0,312521000.0,42823000.0,13617000.0,,,396461000.0,-2025000.0,144851000.0,0.20588052550551947,0.7882767788004369,-21.147160493827162,
0000876523-22-000071,Company_7103,Consumer,AA+,1,7.04,,206028000.0,644163000.0,152866000.0,528147000.0,29800000.0,312903000.0,50160000.0,74922000.0,,,1347878000.0,31895000.0,-65141000.0,4.213906297018304,0.23214489738685548,1.5726602915817527,
0000876523-23-000007,Company_7104,Industrial,BBB,1,2.43,,207658000.0,45559000.0,69930000.0,22000.0,156064000.0,102192000.0,16778000.0,28246000.0,,,559000.0,45559000.0,10261000.0,0.6514943514943515,182.81216457960645,0.36826971619219034,
0000876523-23-000024,Company_7105,Utilities,A,1,3.0,,243128000.0,686652000.0,145377000.0,0.0,0.0,102312000.0,-6790000.0,26733000.0,,,1420532000.0,59620000.0,1420532000.0,4.723250582967045,0.07202372069055818,-0.1138879570613888,
0000876523-23-000032,Company_7106,Technology,BB,0,1.3,,237974000.0,44925000.0,149972000.0,110192000.0,0.0,223030000.0,28210000.0,20612000.0,,,552000.0,19610000.0,718636000.0,0.29955591710452617,404.03985507246375,1.4385517593064763,
0000876523-23-000045,Company_7107,Financial,BBB,1,2.49,,220595000.0,39623000.0,81605000.0,609838000.0,0.0,34265000.0,38463000.0,92150000.0,,34265000.0,745768000.0,1467711000.0,435000.0,0.4855462287850009,0.04594592420162839,0.02620611278378373,
0000876523-24-000007,Company_7108,Healthcare,BBB,1,1.54,,218516000.0,44001000.0,179997000.0,0.0,127008000.0,34307000.0,28470000.0,37082000.0,,34307000.0,343870000.0,1004075000.0,706310000.0,0.24445407423457058,0.09976735394189665,0.028354455593456663,
0000876523-24-000018,Company_7109,Energy,BBB,1,1.75,,229111000.0,47142000.0,62838000.0,43579000.0,121863000.0,326573000.0,21479000.0,27287000.0,,34347000.0,477683000.0,1508142000.0,1508142000.0,0.7502148381552564,0.683660502885805,0.014242027607479932,
0000876523-24-000025,Company_7110,Consumer,BB,0,1.14,,218038000.0,40391000.0,286040000.0,0.0,0.0,137326000.0,17950000.0,86523000.0,,137326000.0,801455000.0,40391000.0,1510163000.0,0.14120752342329745,0.1713458647085613,0.4444059320145577,
0000876523-24-000048,Company_7111,Industrial,AA+,1,4.44,,170513000.0,728998000.0,269377000.0,682273000.0,0.0,224256000.0,83095000.0,112530000.0,,103072000.0,804571000.0,1009226000.0,269377000.0,2.7062369838553404,0.2787274211971349,0.08233537384094346,
0000876883-22-000011,Company_7112,Utilities,BBB,1,2.1,696937000.0,184009000.0,61830000.0,1294182000.0,,,1100000000.0,9170000.0,44726000.0,1219816000.0,,2000.0,937695000.0,-46356000.0,0.047775351534791864,550000.0,0.009779299239091602,0.007517527233615561
0000876883-22-000017,Company_7113,Technology,BB,0,1.06,767147000.0,135153000.0,69009000.0,1248399000.0,,,1222041000.0,12675000.0,54660000.0,91535000.0,,4051833000.0,69009000.0,4051833000.0,0.05527800006248002,0.30160201568031064,0.18367169499630484,0.13847162287649534
0000876883-22-000024,Company_7114,Financial,A,1,2.85,782927000.0,93402000.0,993163000.0,1135388000.0,,,1381560000.0,14056000.0,48332000.0,114260000.0,,-2495000.0,4025018000.0,80311000.0,0.8747344520111187,-553.7314629258517,0.0034921582959380553,0.12301767897777
0000876883-22-000031,Company_7115,Healthcare,BBB,1,1.86,725346000.0,165251000.0,1019719000.0,1182769000.0,,,1329134000.0,33747000.0,70053000.0,304048000.0,,-64956000.0,879049000.0,1182769000.0,0.8621455246121601,-20.462066629718578,0.038390351391105616,0.11099234331421355
0000876883-23-000010,Company_7116,Energy,BBB,1,2.04,645846000.0,220589000.0,71443000.0,1349802000.0,,,1184707000.0,297000.0,159228000.0,757208000.0,,482537000.0,3993332000.0,69780000.0,0.05292850358793364,2.4551630237681255,7.437398142703887e-05,0.00039223040432747675
0000876883-23-000021,Company_7117,Consumer,B,0,0.08,646310000.0,105284000.0,97083000.0,1186328000.0,,,1487430000.0,-4693000.0,21262000.0,288008000.0,,27496000.0,-4117000.0,3062715000.0,0.0818348719746984,54.09623217922607,1.1399076997813942,-0.016294686258715035
0000876883-23-000027,Company_7118,Industrial,BB,0,1.03,670090000.0,98705000.0,104082000.0,1204197000.0,,,1498129000.0,-33000.0,33742000.0,147310000.0,,-621000.0,3870209000.0,205861000.0,0.08643270162606284,-2412.4460547504027,-8.526671298630125e-06,-0.00022401737831783314
0000876883-24-000007,Company_7119,Utilities,A,1,2.57,697178000.0,119737000.0,1025066000.0,1374329000.0,,,1145828000.0,39066000.0,90527000.0,235868000.0,,-13067000.0,229484000.0,40509000.0,0.7458665283203658,-87.68868141118848,0.17023409039410156,0.16562653687655807
0000876883-24-000014,Company_7120,Technology,BBB,1,1.81,744287000.0,129824000.0,1105047000.0,1333909000.0,,,1269527000.0,-1616000.0,25854000.0,70981000.0,,333896000.0,1105047000.0,22206000.0,0.828427576393892,3.8021629489421858,-0.001462381238083086,-0.022766655865654187
0000876883-24-000022,Company_7121,Financial,B,0,0.0,732236000.0,136078000.0,385000.0,1221588000.0,,,1422226000.0,-420000.0,21907000.0,155427000.0,,729924000.0,385000.0,56359000.0,0.0003151635412266656,1.9484576476455082,-1.0909090909090908,-0.002702233202725395
0000876883-24-000030,Company_7122,Healthcare,BB,0,1.0,716394000.0,145807000.0,2700000.0,1164611000.0,,,1463925000.0,9197000.0,89540000.0,389668000.0,,287941000.0,2700000.0,1164611000.0,0.002318370683429918,5.08411445400273,3.406296296296296,0.023602143363068047
0000877212-22-000026,Company_7123,Energy,BB,0,1.17,752000000.0,12000000.0,106000000.0,639000000.0,2628000000.0,491000000.0,303000000.0,837000000.0,758000000.0,,69000000.0,462000000.0,323000000.0,3231000000.0,0.16588419405320814,0.6558441558441559,2.5913312693498454,
0000877212-22-000059,Company_7124,Consumer,A,1,2.83,808000000.0,16000000.0,1569000000.0,1799000000.0,637000000.0,469000000.0,25000000.0,205000000.0,212000000.0,,183000000.0,-29000000.0,1569000000.0,67000000.0,0.8721511951083936,-0.8620689655172413,0.13065646908859146,
0000877212-22-000108,Company_7125,Industrial,BB,0,0.85,925000000.0,98000000.0,1806000000.0,2113000000.0,1311000000.0,632000000.0,2017000000.0,-98000000.0,97000000.0,,144000000.0,-1652000000.0,35000000.0,2113000000.0,0.8547089446284903,-1.2209443099273607,-2.8,
0000877212-22-000117,Company_7126,Utilities,AA+,1,3.77,804000000.0,81000000.0,1871000000.0,675000000.0,1939000000.0,814000000.0,210000000.0,277000000.0,240000000.0,,144000000.0,7448000000.0,7448000000.0,7448000000.0,2.771851851851852,0.02819548872180451,0.037191192266380235,
0000877212-23-000025,Company_7127,Technology,AA+,1,3.53,768000000.0,12000000.0,1883000000.0,744000000.0,2624000000.0,860000000.0,214000000.0,463000000.0,-543000000.0,,214000000.0,-55000000.0,276000000.0,744000000.0,2.5309139784946235,-3.890909090909091,1.6775362318840579,
0000877212-23-000055,Company_7128,Financial,BBB,1,1.88,736000000.0,85000000.0,1818000000.0,2074000000.0,667000000.0,835000000.0,119000000.0,150000000.0,225000000.0,,215000000.0,4186000000.0,27000000.0,64000000.0,0.8765670202507232,0.028428093645484948,5.555555555555555,
0000877212-23-000125,Company_7129,Healthcare,BB,0,1.08,663000000.0,0.0,138000000.0,1770000000.0,581000000.0,864000000.0,2042000000.0,144000000.0,-79000000.0,,166000000.0,4330000000.0,52000000.0,4464000000.0,0.07796610169491526,0.47159353348729793,2.769230769230769,
0000877212-23-000143,Company_7130,Energy,BB,0,1.06,538000000.0,0.0,1652000000.0,1562000000.0,1675000000.0,848000000.0,221000000.0,-15000000.0,74000000.0,,152000000.0,4315000000.0,438000000.0,4318000000.0,1.057618437900128,0.05121668597914253,-0.03424657534246575,
0000877212-24-000029,Company_7131,Consumer,BB,0,1.19,521000000.0,137000000.0,147000000.0,1598000000.0,2123000000.0,804000000.0,440000000.0,296000000.0,346000000.0,,173000000.0,-49000000.0,104000000.0,94000000.0,0.09198998748435544,-8.979591836734693,2.8461538461538463,
0000877212-24-000063,Company_7132,Industrial,BBB,1,1.99,599000000.0,0.0,1627000000.0,1643000000.0,563000000.0,705000000.0,284000000.0,115000000.0,159000000.0,,272000000.0,4000000.0,9000000.0,1643000000.0,0.9902617163724894,71.0,12.777777777777779,
0000877212-24-000151,Company_7133,Utilities,BBB,1,2.09,701000000.0,0.0,122000000.0,426000000.0,589000000.0,678000000.0,651000000.0,228000000.0,196000000.0,,89000000.0,-57000000.0,476000000.0,92000000.0,0.2863849765258216,-11.421052631578947,0.4789915966386555,
0000877212-24-000164,Company_7134,Technology,BBB,1,2.37,642000000.0,0.0,2133000000.0,1562000000.0,1765000000.0,639000000.0,694000000.0,137000000.0,-34000000.0,,89000000.0,653000000.0,-86000000.0,68000000.0,1.3655569782330346,1.0627871362940275,-1.5930232558139534,
0000877860-22-000005,Company_7135,Financial,BBB,1,1.95,,37412000.0,,23181000.0,,,392300000.0,111804000.0,,298715000.0,,9900000.0,66398000.0,3352000.0,,39.62626262626262,1.6838458989728606,0.37428317961936963
